contribution_id	row_id	measurement	experiment	specimen	sequence	standard	quality	method_codes	instrument_codes	display_order	result_type	citations	treat_temp	treat_temp_decay_rate	treat_temp_dc_on	treat_temp_dc_off	treat_ac_field	treat_ac_field_decay_rate	treat_ac_field_dc_on	treat_ac_field_dc_off	treat_dc_field	treat_dc_field_decay_rate	treat_dc_field_ac_on	treat_dc_field_ac_off	treat_dc_field_theta	treat_dc_field_phi	treat_mw_power	treat_mw_time	treat_mw_integral	treat_mw_step	treat_step_num	meas_pos_x	meas_pos_y	meas_pos_z	meas_orient_theta	meas_orient_phi	meas_n_orient	meas_temp	meas_temp_change	meas_freq	meas_duration	meas_field_ac	meas_field_ac_theta	meas_field_ac_phi	meas_field_dc	meas_field_dc_theta	meas_field_dc_phi	inversion_height	inversion_residuals	magn_moment	magn_x	magn_x_sigma	magn_y	magn_y_sigma	magn_z	magn_z_sigma	magn_xyz_sigma	magn_induction	magn_b_x	magn_b_x_sigma	magn_b_y	magn_b_y_sigma	magn_b_z	magn_b_z_sigma	magn_b_111	magn_b_111_sigma	magn_b_xyz_sigma	magn_r2_det	dir_dec	dir_inc	dir_csd	magn_volume	magn_mass	magn_uncal	aniso_type	aniso_s	hyst_loop	hyst_sweep_rate	hyst_charging_mode	susc_chi_volume	susc_chi_mass	susc_chi_qdr_volume	susc_chi_qdr_mass	description	timestamp	software_packages	files	external_database_ids	derived_value	analysts
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390-10390-134	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390	magnetite_BangsLabs_11-nm 01	134	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										280		177.56		3.00E-04																																							7.24E-03		2.37E-04		2016-04-15T14:55:59.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390-10390-135	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390	magnetite_BangsLabs_11-nm 01	135	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										280		997.34		3.00E-04																																							6.95E-03		2.84E-04		2016-04-15T14:55:59.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390-10390-136	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390	magnetite_BangsLabs_11-nm 01	136	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										290.01		1		3.00E-04																																							7.34E-03		5.42E-05		2016-04-15T14:55:59.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390-10390-137	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390	magnetite_BangsLabs_11-nm 01	137	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										290.01		5.62		3.00E-04																																							7.28E-03		8.61E-05		2016-04-15T14:55:59.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390-10390-138	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390	magnetite_BangsLabs_11-nm 01	138	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										290.01		31.59		3.00E-04																																							7.16E-03		1.36E-04		2016-04-15T14:55:59.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390-10390-139	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390	magnetite_BangsLabs_11-nm 01	139	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										290.01		177.56		3.00E-04																																							7.01E-03		1.88E-04		2016-04-15T14:55:59.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390-10390-140	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390	magnetite_BangsLabs_11-nm 01	140	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										290.01		997.34		3.00E-04																																							6.77E-03		2.33E-04		2016-04-15T14:55:59.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390-10390-141	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390	magnetite_BangsLabs_11-nm 01	141	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										300.01		1		3.00E-04																																							6.99E-03		3.83E-05		2016-04-15T14:55:59.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390-10390-142	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390	magnetite_BangsLabs_11-nm 01	142	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										300.01		5.62		3.00E-04																																							6.94E-03		6.18E-05		2016-04-15T14:55:59.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390-10390-143	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390	magnetite_BangsLabs_11-nm 01	143	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										300.01		31.59		3.00E-04																																							6.85E-03		1.01E-04		2016-04-15T14:55:59.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390-10390-144	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390	magnetite_BangsLabs_11-nm 01	144	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										300.01		177.56		3.00E-04																																							6.74E-03		1.45E-04		2016-04-15T14:55:59.000-05:00					
		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390-10390-145	IRM-OldBlue-LP-X:LP-X-T:LP-X-F-10390	magnetite_BangsLabs_11-nm 01	145	u	g	LP-X:LP-X-T:LP-X-F	IRM-OldBlue			This study																										300.01		997.34		3.00E-04																																							6.56E-03		1.85E-04		2016-04-15T14:55:59.000-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-0	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										299.9955							2.5																							0.9240328					85.5101105												2016-04-13T15:58:37.649-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-1	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										294.4263							2.5																							0.9235353					86.0921547												2016-04-13T16:02:13.159-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-2	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										289.3426							2.5																							0.9228365					86.62842541												2016-04-13T16:03:10.329-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-3	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										284.1826							2.5																							0.922358					87.16303867												2016-04-13T16:04:00.819-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-4	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										279.1918							2.5																							0.9225922					87.63107735												2016-04-13T16:04:48.539-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-5	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										274.1996							2.5																							0.9231038					88.09093923												2016-04-13T16:05:37.009-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-6	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										269.2626							2.5																							0.9232969					88.57118785												2016-04-13T16:06:26.739-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-7	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										264.3573							2.5																							0.9231682					89.01709945												2016-04-13T16:07:18.739-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-8	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										259.2572							2.5																							0.9227002					89.45723757												2016-04-13T16:08:16.860-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-9	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										254.4026							2.5																							0.9222829					89.88646409												2016-04-13T16:09:15.040-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-10	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										249.4333							2.5																							0.9223859					90.30823204												2016-04-13T16:10:18.330-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-11	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										244.3							2.5																							0.9229588					90.69240331												2016-04-13T16:11:26.330-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-12	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										239.3382							2.5																							0.9233277					91.09151934												2016-04-13T16:12:35.050-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-13	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										234.4635							2.5																							0.9246665					91.2838674												2016-04-13T16:13:43.190-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-14	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										229.4178							2.5																							0.9230291					91.87162983												2016-04-13T16:14:54.510-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-15	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										224.3783							2.5																							0.9224186					92.25140884												2016-04-13T16:16:04.160-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-16	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										219.3772							2.5																							0.9222794					92.65337017												2016-04-13T16:17:12.570-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-17	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										214.4041							2.5																							0.9226715					92.99776243												2016-04-13T16:18:20.420-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-18	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										209.4928							2.5																							0.923231					93.34140884												2016-04-13T16:19:28.181-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-19	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										204.4715							2.5																							0.923448					93.71447514												2016-04-13T16:20:38.301-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-20	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										199.4563							2.5																							0.9233275					94.05657459												2016-04-13T16:21:47.311-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-21	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										194.4277							2.5																							0.9229619					94.37790055												2016-04-13T16:22:52.861-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-22	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										189.4012							2.5																							0.9226323					94.73002762												2016-04-13T16:23:57.211-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-23	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										184.4673							2.5																							0.9228621					95.05002762												2016-04-13T16:24:59.441-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-24	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										179.5156							2.5																							0.9233735					95.32577348												2016-04-13T16:26:01.671-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-25	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										174.3372							2.5																							0.9238675					95.62997238												2016-04-13T16:27:03.291-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-26	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										169.4114							2.5																							0.923894					95.92558011												2016-04-13T16:28:04.441-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-27	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										164.4088							2.5																							0.9236708					96.19701657												2016-04-13T16:29:05.291-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-28	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										159.4288							2.5																							0.9232664					96.4628453												2016-04-13T16:30:05.221-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-29	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										154.4114							2.5																							0.9228982					96.73477901												2016-04-13T16:31:05.601-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-30	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										149.3489							2.5																							0.923136					96.98654696												2016-04-13T16:32:06.282-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-31	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										144.3447							2.5																							0.9252036					97.06616022												2016-04-13T16:33:06.402-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-32	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										139.4131							2.5																							0.924988					97.12530387												2016-04-13T16:34:04.612-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-33	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										134.4044							2.5																							0.9238847					97.35618785												2016-04-13T16:35:04.012-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-34	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										129.4283							2.5																							0.9241853					97.83723757												2016-04-13T16:36:02.682-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-35	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										124.3896							2.5																							0.9238167					98.01776243												2016-04-13T16:37:01.082-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-36	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										119.4368							2.5																							0.9236383					97.91146409												2016-04-13T16:37:58.312-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-37	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										114.3523							2.5																							0.9189672					98.79207182												2016-04-13T16:38:56.262-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-38	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										109.2766							2.5																							0.9241661					98.49823204												2016-04-13T16:39:53.542-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-39	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										104.3847							2.5																							0.9251627					97.38444751												2016-04-13T16:40:48.822-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-40	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										99.47105							2.5																							0.9249344					98.76737569												2016-04-13T16:41:43.792-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-41	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										94.35201							2.5																							0.9253973					98.59599448												2016-04-13T16:42:39.852-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-42	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										89.45369							2.5																							0.9248235					99.01544199												2016-04-13T16:43:31.903-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-43	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										84.36838							2.5																							0.9252287					99.38262431												2016-04-13T16:44:25.303-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-44	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										79.39006							2.5																							0.9242119					99.22966851												2016-04-13T16:45:16.323-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-45	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										74.30182							2.5																							0.9242136					99.35475138												2016-04-13T16:46:07.523-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-46	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										69.28249							2.5																							0.9243542					99.44779006												2016-04-13T16:46:56.653-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-47	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										64.32879							2.5																							0.9247305					99.51165746												2016-04-13T16:47:43.273-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-48	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										59.1868							2.5																							0.9259182					99.27254144												2016-04-13T16:48:30.853-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-49	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										54.2578							2.5																							0.9255915					99.66290055												2016-04-13T16:49:15.733-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-50	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										49.32283							2.5																							0.925844					99.76375691												2016-04-13T16:49:59.043-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-51	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										44.21967							2.5																							0.925921					99.86552486												2016-04-13T16:50:44.103-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-52	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										39.22636							2.5																							0.9259585					99.94508287												2016-04-13T16:51:23.703-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-53	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										34.2672							2.5																							0.9261525					100.3153039												2016-04-13T16:52:03.263-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-54	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										29.11987							2.5																							0.9258969					100.0969337												2016-04-13T16:52:46.223-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-55	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										24.15742							2.5																							0.9258661					100.1979834												2016-04-13T16:53:29.853-05:00					
		magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390-0-56	magnetite_BangsLabs_11-nm 01-LP-MST-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-MST	IRM-OldBlue			This study																										19.99809							2.5																							0.9259173					100.2239227												2016-04-13T17:09:34.625-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-0	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										19.9945							0																							0.926839					30.03												2016-04-13T17:13:22.685-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-1	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										25.48252							0																							0.9267732					27.8051105												2016-04-13T17:14:41.125-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-2	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										30.51477							0																							0.9269137					24.45226243												2016-04-13T17:15:42.545-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-3	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										35.58348							0																							0.9270119					21.49207735												2016-04-13T17:16:43.635-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-4	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										41.62453							0																							0.9273298					18.38745028												2016-04-13T17:17:56.495-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-5	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										45.57668							0																							0.9272052					16.59175138												2016-04-13T17:18:44.645-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-6	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										50.56567							0																							0.9272842					14.54635359												2016-04-13T17:19:44.146-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-7	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										55.51022							0																							0.9272915					12.75062155												2016-04-13T17:20:44.076-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-8	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										60.51289							0																							0.9270186					11.13552762												2016-04-13T17:21:44.456-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-9	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										65.5658							0																							0.9266297					9.728466851												2016-04-13T17:22:44.256-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-10	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										70.51099							0																							0.9262211					8.493265193												2016-04-13T17:23:43.926-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-11	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										76.59035							0																							0.9263173					7.201950276												2016-04-13T17:24:55.686-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-12	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										80.5816							0																							0.9263918					6.455262431												2016-04-13T17:25:43.556-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-13	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										85.54764							0																							0.9267187					5.625185083												2016-04-13T17:26:43.036-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-14	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										90.48974							0																							0.9271241					4.913162983												2016-04-13T17:27:41.896-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-15	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										95.55154							0																							0.9273677					4.270801105												2016-04-13T17:28:42.226-05:00					
